UAI;COMMUNE;ACADEMIE;MINISTERE;TYPE_ETABLISSEMENT;MNEMONIQUE_FORMATION_ACCUEIL;CODE_SPECIALITE_FORMATION_ACCUEIL;LIBELLE_FORMATION_ACCUEIL_BAN;CODE_FORMATION_ACCUEIL_BAN;CODE_COMMUNE_INSEE;CODE_POSTAL
0470038L ; VILLENEUVE SUR LOT CEDEX   ; BORDEAUX                                 ; Education Nationale ; LYCEE                                    ;  1CAP2                        ;  AP045                             ;  APPRENTIS. 1CAP2 MAINT. BAT. COLLECTIVIT ;  AFFECTATION                ;  47323              ;  47307
0470038L ; VILLENEUVE SUR LOT CEDEX   ; BORDEAUX                                 ; Education Nationale ; LYCEE                                    ;  1CAP2                        ;  AP057                             ;  APPRENTIS. 1CAP2 PEINTRE-APPLICAT. REVET ;  AFFECTATION                ;  47323              ;  47307
0470107L ; TONNEINS                   ; BORDEAUX                                 ; Agriculture         ; LYCEE PROFESSIONNEL                      ;  2DPROA                       ;  AP404                             ;  APPRENTIS. 2DPROA COND. PROD. HORTICOLES ;  AFFECTATION                ;  47310              ;  47400
0470110P ; AGEN CEDEX                 ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP009                             ;  APPRENTIS. 1CAP2 BOUCHER                 ;  AFFECTATION                ;  47001              ;  47004
0470110P ; AGEN CEDEX                 ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP010                             ;  APPRENTIS. 1CAP2 BOULANGER               ;  AFFECTATION                ;  47001              ;  47004
0470110P ; AGEN CEDEX                 ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP012                             ;  APPRENTIS. 1CAP2 CHARCUTIER-TRAITEUR     ;  AFFECTATION                ;  47001              ;  47004
0470110P ; AGEN CEDEX                 ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP015                             ;  APPRENTIS. 1CAP2 METIERS DE LA COIFFURE  ;  AFFECTATION                ;  47001              ;  47004
0470110P ; AGEN CEDEX                 ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP016                             ;  APPRENTIS. 1CAP2 COM.SERV.HOTEL-CAFE-RES ;  AFFECTATION                ;  47001              ;  47004
0470110P ; AGEN CEDEX                 ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP024                             ;  APPRENTIS. 1CAP2 CONSTRUCT. CARROSSERIES ;  AFFECTATION                ;  47001              ;  47004
0470110P ; AGEN CEDEX                 ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP027                             ;  APPRENTIS. 1CAP2 CUISINE                 ;  AFFECTATION                ;  47001              ;  47004
0470110P ; AGEN CEDEX                 ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP042                             ;  APPRENTIS. 1CAP2 MAINT.VEHIC.VOIT. PART. ;  AFFECTATION                ;  47001              ;  47004
0470110P ; AGEN CEDEX                 ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP051                             ;  APPRENTIS. 1CAP2 METIER DU PRESSING      ;  AFFECTATION                ;  47001              ;  47004
0470110P ; AGEN CEDEX                 ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP052                             ;  APPRENTIS. 1CAP2 METIERS BLANCHISSERIE   ;  AFFECTATION                ;  47001              ;  47004
0470110P ; AGEN CEDEX                 ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP056                             ;  APPRENTIS. 1CAP2 PATISSIER               ;  AFFECTATION                ;  47001              ;  47004
0470110P ; AGEN CEDEX                 ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP058                             ;  APPRENTIS. 1CAP2 PEINTURE EN CARROSSERIE ;  AFFECTATION                ;  47001              ;  47004
0470110P ; AGEN CEDEX                 ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP063                             ;  APPRENTIS. 1CAP2 REAL.IND.CHAUDRON SOUD  ;  AFFECTATION                ;  47001              ;  47004
0470110P ; AGEN CEDEX                 ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP065                             ;  APPRENTIS. 1CAP2 REPARATION CARROSSERIES ;  AFFECTATION                ;  47001              ;  47004
0470110P ; AGEN CEDEX                 ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP080                             ;  APPRENTIS. 1CAP2 EQUIP. POLYVAL. COMMERC ;  AFFECTATION                ;  47001              ;  47004
0470110P ; AGEN CEDEX                 ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  AP513                             ;  APPRENTIS. 2NDPRO MAINT.VEHIC. VOIT.PART ;  AFFECTATION                ;  47001              ;  47004
0470662P ; NERAC                      ; BORDEAUX                                 ; Agriculture         ; LYCEE                                    ;  1BPA2                        ;  AP393                             ;  APPRENTIS. 1BPA2 TRAVX AMENAG. PAYSAGERS ;  AFFECTATION                ;  47195              ;  47600
0470662P ; NERAC                      ; BORDEAUX                                 ; Agriculture         ; LYCEE                                    ;  1CAP2A                       ;  AP301                             ;  APPRENTIS. 1CAP2A JARDINIER PAYSAGISTE   ;  AFFECTATION                ;  47195              ;  47600
0470744D ; MARMANDE CEDEX             ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP080                             ;  APPRENTIS. 1CAP2 EQUIP. POLYVAL. COMMERC ;  AFFECTATION                ;  47157              ;  47205
0470780T ; STE BAZEILLE               ; BORDEAUX                                 ; Agriculture         ; CTRE FORMATION PROFESSIONNELLE AGRICOLE  ;  2DPROA                       ;  AP400                             ;  APPRENTIS. 2DPROA AMENAGEMENTS PAYSAGERS ;  AFFECTATION                ;  47233              ;  47180
0470781U ; BARBASTE                   ; BORDEAUX                                 ; Agriculture         ; CTRE FORMATION PROFESSIONNELLE AGRICOLE  ;  1CAP2                        ;  AP080                             ;  APPRENTIS. 1CAP2 EQUIP. POLYVAL. COMMERC ;  AFFECTATION                ;  47021              ;  47230
0470807X ; PUJOLS                     ; BORDEAUX                                 ; Agriculture         ; CTRE FORMATION PROFESSIONNELLE AGRICOLE  ;  1CAP2                        ;  AP016                             ;  APPRENTIS. 1CAP2 COM.SERV.HOTEL-CAFE-RES ;  AFFECTATION                ;  47215              ;  47300
0470807X ; PUJOLS                     ; BORDEAUX                                 ; Agriculture         ; CTRE FORMATION PROFESSIONNELLE AGRICOLE  ;  1CAP2                        ;  AP027                             ;  APPRENTIS. 1CAP2 CUISINE                 ;  AFFECTATION                ;  47215              ;  47300
0470818J ; CASTELMORON SUR LOT        ; BORDEAUX                                 ; Agriculture         ; CTRE FORMATION PROFESSIONNELLE AGRICOLE  ;  1CAP2                        ;  AP034                             ;  APPRENTIS. 1CAP2 FLEURISTE               ;  AFFECTATION                ;  47054              ;  47260
0470818J ; CASTELMORON SUR LOT        ; BORDEAUX                                 ; Agriculture         ; CTRE FORMATION PROFESSIONNELLE AGRICOLE  ;  1CAP2A                       ;  AP304                             ;  APPRENTIS. 1CAP2A MET. AGRI. PR.VEG.ARBO ;  AFFECTATION                ;  47054              ;  47260
0470818J ; CASTELMORON SUR LOT        ; BORDEAUX                                 ; Agriculture         ; CTRE FORMATION PROFESSIONNELLE AGRICOLE  ;  2DPROA                       ;  AP410                             ;  APPRENTIS. 2DPROA TECH CONS VENTE P ALIM ;  AFFECTATION                ;  47054              ;  47260
0470819K ; BOURGOUGNAGUE              ; BORDEAUX                                 ; Agriculture         ; CTRE FORMATION PROFESSIONNELLE AGRICOLE  ;  1CAP2                        ;  AP038                             ;  APPRENTIS. 1CAP2 MACON                   ;  AFFECTATION                ;  47035              ;  47410
0470819K ; BOURGOUGNAGUE              ; BORDEAUX                                 ; Agriculture         ; CTRE FORMATION PROFESSIONNELLE AGRICOLE  ;  1CAP2                        ;  AP045                             ;  APPRENTIS. 1CAP2 MAINT. BAT. COLLECTIVIT ;  AFFECTATION                ;  47035              ;  47410
0470819K ; BOURGOUGNAGUE              ; BORDEAUX                                 ; Agriculture         ; CTRE FORMATION PROFESSIONNELLE AGRICOLE  ;  2NDPRO                       ;  AP503                             ;  APPRENTIS. 2NDPRO AGROEQUIPEMENT         ;  AFFECTATION                ;  47035              ;  47410
0470941T ; AGEN                       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP011                             ;  APPRENTIS. 1CAP2 CARRELEUR MOSAISTE      ;  AFFECTATION                ;  47001              ;  47000
0470941T ; AGEN                       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP013                             ;  APPRENTIS. 1CAP2 CHARPENTIER BOIS        ;  AFFECTATION                ;  47001              ;  47000
0470941T ; AGEN                       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP036                             ;  APPRENTIS. 1CAP2 MONTEUR INST.SANITAIRES ;  AFFECTATION                ;  47001              ;  47000
0470941T ; AGEN                       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP037                             ;  APPRENTIS. 1CAP2 MONTEUR INST.THERMIQUES ;  AFFECTATION                ;  47001              ;  47000
0470941T ; AGEN                       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP038                             ;  APPRENTIS. 1CAP2 MACON                   ;  AFFECTATION                ;  47001              ;  47000
0470941T ; AGEN                       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP049                             ;  APPRENTIS. 1CAP2 MENUIS FABR MEN.MOB.AGC ;  AFFECTATION                ;  47001              ;  47000
0470941T ; AGEN                       ; BORDEAUX                                 ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  1CAP2                        ;  AP050                             ;  APPRENTIS. 1CAP2 MENUISIER INSTALLATEUR  ;  AFFECTATION                ;  47001              ;  47000
